Ref_Date,GEO,SECTORS,STATEMENT,Vector,Coordinate,Value
1997/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8998.0
1997/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8657.0
1997/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7692.0
1998/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7740.0
1998/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8722.0
1998/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9178.0
1998/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7504.0
1999/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8814.0
1999/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9086.0
1999/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9106.0
1999/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8827.0
2000/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9645.0
2000/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9591.0
2000/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9079.0
2000/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9094.0
2001/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9863.0
2001/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9416.0
2001/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9242.0
2001/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7818.0
2002/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,10239.0
2002/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,10393.0
2002/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9564.0
2002/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9075.0
2003/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,10577.0
2003/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,10599.0
2003/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9897.0
2003/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8973.0
2004/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9606.0
2004/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9589.0
2004/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7983.0
2004/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,6704.0
2005/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,4735.0
2005/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,3116.0
2005/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,2038.0
2005/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,2081.0
2006/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,834.0
2006/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,682.0
2006/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,744.0
2006/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,920.0
2007/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,602.0
2007/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,823.0
2007/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,438.0
2007/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,845.0
2008/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,538.0
2008/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,477.0
2008/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,398.0
2008/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,584.0
2009/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,291.0
2009/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,369.0
2009/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,322.0
2009/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,393.0
2010/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,477.0
2010/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,316.0
2010/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,301.0
2010/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,1029.0
2011/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,1004.0
2011/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,811.0
2011/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,891.0
2011/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,856.0
2012/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,965.0
2012/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,1149.0
2012/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,1153.0
2012/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,888.0
2013/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,757.0
2013/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,991.0
2013/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,1141.0
2013/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,830.0
2014/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,830.0
2014/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,1005.0
2014/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,827.0
2014/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,856.0
1991/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1991/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1991/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1991/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1992/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1992/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1992/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1992/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1993/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1993/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1993/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1993/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1994/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1994/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1994/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1994/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1995/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1995/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1995/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1995/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1996/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1996/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1996/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1996/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1997/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1997/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1997/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1997/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1998/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1998/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1998/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1998/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1999/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1999/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1999/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
1999/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2000/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2000/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2000/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2000/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2001/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2001/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2001/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2001/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2002/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2002/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2002/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2002/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2003/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2003/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2003/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2003/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2004/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2004/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2004/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2004/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2005/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2005/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2005/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2005/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2006/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2006/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2006/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2006/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2007/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2007/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2007/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2007/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2008/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2008/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2008/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2008/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2009/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2009/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2009/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2009/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2010/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2010/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2010/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2010/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2011/03,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2011/06,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2011/09,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
2011/12,Canada,Federal government,"Shares and other equity, liabilities (x 1,000,000)",v52531106,1.2.54,0.0
